text,pramana_label,strength_label
my term of a successful man is one who has certain achievements in life rather than the one with a high income,Anumana,moderate
Competition should be always based on self-improvement rule,Anumana,weak
both male and female students are equally competitive to each other and deserve to produce impressive results in various field of education,Anumana,moderate
its better that people learn foreign language in their own country,Anumana,moderate
They save the travelling time to Universities and utilize that time on their studies,Anumana,moderate
standardized tests are valuable option for educational system as long as it would help teachers to know if the students are really getting knowledge,Anumana,moderate
"Fail to create this familiarity makes them felt isolated, in the extreme can lead to social disorder like autism",Upamana,moderate
high sales are obviously a reflection of the powerful advertisements,Anumana,moderate
spending on renovating the highways and roads can improve the quality,Anumana,moderate
"If some employees lack the ability to plan and organize ahead, they may get the procrastination and therefore take into action until the deadline is imminent",Anumana,strong
"when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced",Anumana,moderate
"Even when we managed to keep up with the pace by neglecting the details of a project and only aim for a general frame of the project, this will not be something satisfy for the company and clients",Anumana,moderate
"people who watch exhibitions on TV or internet at home, save the time and money on the road, which is increasingly significant particularly to people in modern society",Anumana,moderate
Those who don't even take a word of criticism will eventually lose chances to get improved,Anumana,moderate
in this age they are not expected to be responsible,Anumana,moderate
while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power,Anumana,moderate
"They have more opportunities, profits, and authorities",Anumana,weak
"cheap air fares have broadened travel possibilities for many people, particularly for the lower income group",Anumana,moderate
"We definitely do not want our children to spend money on luxurious custom or lifestyle just to be similar to someone, especially when these people are not symbols of any talent but showing off",Upamana,moderate
There are the build-up of the concept about healthy eating habits and self-control that really matter,Anumana,moderate
people tend to follow the trend back to the tradition in the recent years,Anumana,moderate
"This will improve the quality of both universities and students, thus placing people in positions which suit them most",Anumana,strong
"All of my classmates gave him a rank of AAA, the excellent teacher",Anumana,moderate
"After classes students and not only the students will get together in building of high school, participate in different competitions",Anumana,moderate
with the stations increased people are willing to take a public transportation than drive on their own,Anumana,moderate
"From social perspective, massively forcing the early retirement would be one of financial burden to the local government",Anumana,moderate
"in era technology like this age, computer becomes important thing in human life",Upamana,moderate
"even when people watch television together, there is no chance for them to have conversation in front of television",Anumana,moderate
"With the help of advanced methods, many art masterpiece has been well restorated and well preserved",Anumana,moderate
species extinction is quite natural according to the theory of evolution,Shabda,strong
indispensable public services like hospital and school worth every penny investing,Upamana,moderate
"including exercise in children's daily routine, it is a good way to teach them the importance of physical activity from an early age",Anumana,moderate
universities should provide free of cost education to the interested scholars,Anumana,moderate
financial aid is not the only way to assist poor countries,Anumana,moderate
they may be factors decreasing the position of written language,Anumana,moderate
"By working too long, they often become tired, lazy and reluctant to carry out physical exercise in order to remain fit and healthy and eventually loose health and become sick",Anumana,moderate
the excellent knowledge will be of more importance,Anumana,weak
Another advantage of living with parents for a longer period of time is the enhanced emotional attachment with them,Anumana,moderate
the advantages of this are qualitatively greater than that of the opposite,Anumana,moderate
luck is one factor in reaching goal,Anumana,weak
the classmates should be regarded as the most important influence on individual achievements,Anumana,moderate
Discovery Channel has many instructive episodes,Anumana,weak
keeping own customs stably might cause discrimination,Anumana,weak
government should invest more on medical care and education rather than on entertaining or sports facilities,Anumana,moderate
"some male chauvinists think that women are incapable in particular fields, like maths, mechanical engineering, defense etc",Upamana,moderate
"When being in the department of art, I have not only learned how to do a project, but also known some famous artists during the term",Anumana,moderate
one should not give up,Anumana,weak
life changes rapidly,Anumana,weak
large emissions of carbon monoxide gas from refrigerants like air conditioners have depleted ozone layer,Upamana,moderate
living and studying overseas gives the individual a new perspective on the subject that is studied or in general life,Anumana,moderate
the university should allow the student to participate in the classed without passing the test,Anumana,moderate
"there are other pressing demands on the government expenditure, such as health care service and education",Anumana,moderate
