text,pramana_label,strength_label
nuclear weapons help to insure that other countries will not attach because they in turn will most certainly be destroyed.,Anumana,strong
"algorithmic trading has been responsible for some wild market fluctuations, damaging the confidence of investors.",Anumana,moderate
algorithmic trading should not be banned as it allows for more trading with fewer errors,Anumana,moderate
"algorithmic trading is not available to everyone, causing an unfair advantage with high economic detriments.",Anumana,moderate
algorithmic trading will generate many jobs for programmers who design the new algorithmic machines.,Anumana,moderate
we should ban algorithmic trading as it causes unpredictable volatility in the market.,Anumana,moderate
"it makes trading more simple to use, it's very beneficial to those who are new to trading.",Anumana,moderate
"algorithmic trading leaves us vulnerable and fully dependent on technology, which can have issues of its own",Anumana,moderate
algirithmic trading reduces the possibilty of error and just furthers profit for finance companies,Anumana,moderate
we should ban algorithmic trading because it gives a select few an unfair advantage over others.,Anumana,moderate
algorithmic trading makes trading easier and faster and keeps the system flowing smoothly.,Anumana,moderate
algorithmic trading is not available to all and hinders the vitality of all in a level playing field.,Anumana,moderate
"if someone designs an algorithm that they trust to predict market trends, they should be able to employ it.",Anumana,moderate
algorithmic trading stops people having control over their spending and therefore increases debt,Anumana,moderate
we should not ban algorithmic trading because a lot of the time it helps the poorer countries,Anumana,moderate
"algorithmic trading is inherently unfair, only those with the resources to use it can benefit.",Anumana,moderate
an austerity regime is bad: the government needs to keep its programs and the people need to keep their money.,Shabda,moderate
"by enacting an austerity regime, we can improve the long-term health of the economy by reducing the national debt.",Anumana,moderate
"Austerity policies can result in lower growth and lower tax revenues, especially in times of recession.",Anumana,moderate
an austerity regime can help restructure a country's debt without increasing the deficit,Anumana,moderate
an austerity regime unfairly penalises the poor by cutting services to the people who need them most.,Anumana,moderate
"yes, we are too far in debt with no way to pay back even the interest that debt is incurring, without borrowing more money.",Anumana,moderate
austerity regimes may save a few bucks for the government but always at the expense of regular and vulnerable citizens.,Shabda,moderate
we are at a point of no return in terms of increasing debt. there is now clearly now way out of it but to cut back.,Anumana,strong
such a regime would only serve to punish those who are vulnerable and rely on certain programs.,Anumana,moderate
we should adopt an austerity regime because it helps the countries that import and export items,Anumana,moderate
ordinary citizens should not have to be deprived because of the actions of politicians,Anumana,moderate
we need to adopt an austerity regime so the government stops over spending on unnecessary things,Shabda,moderate
austerity only suppresses the economy and makes the situation worse and for a longer period of time,Anumana,moderate
when everything else fails the government should be allowed to curb all superfluous spending within.,Shabda,moderate
an austerity regime will only cause a small benefit for a small time and should not be utilized at this time,Anumana,strong
subsidized student loans provide a lower interest rate and result in less debt for college graduates,Anumana,moderate
subsidizing student loans will just add to our massive debt which is the last thing america needs at the moment.,Anumana,moderate
we should subsidize student loans because it gives students with low income to get the education they deserve,Anumana,moderate
if we subsidize student loans we will create corruption mechanisms so that others can take advantage of these subsidies,Anumana,moderate
college is getting more and more expensive each year so students should be getting as much help as they need,Anumana,moderate
if somebody wants to go to university or college they should be responsible for the funding and not somebody else.,Anumana,moderate
subsidizing student loans would particularly help the poorest in society and so would help reduce social inequality.,Anumana,moderate
"subsidizing student loans would be costly to the banks and the government that funds them,",Shabda,moderate
subsidized loans help students get an education and without them they might not be able to go to school,Anumana,moderate
subsidizing student loans will put many students in debt that they will have trouble paying off.,Anumana,moderate
"we should subsidize student loans to ensure all have access to education, not just those with a wealthy family",Anumana,moderate
we should not subsidize student loans because it was a personal decision and responsibility to accept the loan,Anumana,moderate
student loans enable poor students to continue with their education and graduate from the university,Anumana,moderate
"higher education is no longer that useful in finding a job, we need to stop funneling money into it.",Anumana,moderate
legalized prostitution will increase taxes collected from persons working in the industry,Anumana,moderate
we should not legalize prostitution because people should only be with one other person in a marriage relationship.,Anumana,moderate
prostitution should be legalied so women can work in safe spaces rather than be at risk working on the streets,Anumana,moderate
prostitution perpetuates the abuse of the vulnerable and funds should be redirected to help them,Anumana,moderate
legalizing prostitution will legitimize it as a profession and allow workers to unionize and collect benefits,Anumana,moderate
we should not legalize prostitution because it would lead to an increase in human trafficking of young women and girls.,Anumana,strong
We should legalize prostitution so that we can regulate it and make it safer for the prostitutes and the clients.,Anumana,moderate
prostitution is not a job and we should not allow it because we would not want our daughters to do it.,Anumana,strong
by legalizing prostitution we can regulate medical checkups and thereby help to prevent the spread of disease.,Anumana,moderate
legalizing prostitution would lead to an increase of child abductions for the sex trade.,Anumana,moderate
if we legalize and regulate prostitution then it will be safer for everyone and also generate revenue for the state.,Anumana,moderate
Prostitution is degrading and inhuman. it is a way of commodifying people and treating them as no more than merchandise.,Anumana,moderate
it will be a safer environment for women to make this legitimate choice to sell their companionship and sexual services,Anumana,moderate
people would be more able to cheat on their partners if prostitution was more accessible.,Anumana,moderate
foster care just passes children around like they are a burden instead of finding a home for them.,Anumana,moderate
foster care gets kids out of dangerous situations and into the homes of people who can better care for them.,Anumana,moderate
there is a risk of having children with serious behavior problems that could harm healthy families.,Anumana,moderate
some children are in abusive homes and need to be removed from that situation and foster homes are a good alternative,Anumana,moderate
"foster parents can take advantage of children, and sometimes they volunteer just to get a paycheck.",Anumana,moderate
foster care can help provide a young person a stable environment so they can grow & flourish in a normal home setting,Anumana,moderate
"many children in foster care are not adequately supervised by social services, and thus are often mistreated.",Anumana,moderate
foster care helps many children that have abusive parents and make them live in a better environment.,Anumana,moderate
foster care can put vulnerable children in contact with other children who have a criminal background.,Anumana,moderate
foster care gives children who do not have a proper home environment a chance to thrive.,Anumana,moderate
many foster children have behavioral or cognitive problems which foster care parents are not prepared to deal with.,Anumana,moderate
foster care brings love and warmth to children who really need it and to give them a chance to have a normal family,Anumana,moderate
foster care can be horrible for the child when moving from home to home and never settling down in one place.,Anumana,moderate
foster care ensures that children have a stable home which can not be given with their parents.,Anumana,moderate
"suicide has never been legal. it is still killing, even if one is taking ones own life.",Anumana,moderate
assisted suicide would relieve much suffering by those with a terminal illness that is too much to bear.,Anumana,moderate
assisted suicide should be a criminal offence because killing is wrong whether it is willingly or not,Anumana,moderate
assisted suicide should not be a criminal offence because a person should be able to decide how and when they want to die.,Anumana,strong
assisted suicide should be a criminal offence because people shouldn't be able to help murder others,Anumana,moderate
assisted suicide is a compassionate way to help people choosing to end their life in a nonviolent way.,Anumana,moderate
It is a criminal offense to kill someone and that is what someone assisting a person in committing suicide is doing.,Anumana,moderate
people should be allowed to die with dignity instead of suffering a long painful death.,Anumana,moderate
people may easily be manipulated into being a victim of assisted suicide by relatives with alterior motives,Anumana,moderate
people should be free to help people out of their pain by helping them commit suicide without the fear of prosecution,Anumana,moderate
assisted suicide involves murdering someone which is illegal and should be treated as such.,Anumana,moderate
"if a patient is suffering with cancer or other painful conditions, they should have a right to end their suffering",Anumana,moderate
assisted suicide should be a criminal offence because killing someone is wrong even if they want you to do it,Anumana,strong
assisted suicide shouldn't be a criminal offence because it allows the patient to have control over their final decisions,Anumana,moderate
"we must continue to support space exploration economically, we must always have vision to the future and see better things",Anumana,moderate
space exploration is not yielding anything useful to society and should not be subsidized.,Anumana,moderate
"space exploration can provide valuable scientific information, and should be subsidized to ensure its continuation",Anumana,moderate
"in times of austerity, no government can afford the costly exercise of subsidising space exploration.",Shabda,moderate
we should subsidize space exploration because maybe there are things in space that could help the world on earth,Anumana,moderate
"space exploration is an expenditure so esoteric, it does not justify its hefty cost to the public.",Anumana,moderate
space exploration provides the basis for scientific development in many ways and should be subsidized,Anumana,moderate
subsidizing space exploration is extremely expensive and takes money away from projects that need it now.,Anumana,moderate
space exploration is necessary as we continue to make our earth more and more uninhabitable.,Anumana,moderate
subsidize space exploration is waste of money and such a money should be invested in people.,Anumana,moderate
we should subsidize space exploration because they could find things that are needed to make the world a better place,Anumana,strong
space exploration costs too much money that could be spent on better thing such as helping the poor in society.,Anumana,moderate
space exploration should be subsidized as it brings innovation and scientific development,Anumana,moderate
space exploration is very costly and the money could be spent elsewhere for something more beneficial for the society,Anumana,moderate
"too many innocent people are stopped, humiliated and inconvenienced, simply because of their race or ethnicity.",Anumana,moderate
racial profiling is useful to monitor what is happening in society and so we should keep it.,Anumana,moderate
racial profiling has been used to target minority groups that are often victims of police brutality and harrassment.,Anumana,moderate
racial profiling is efficient and lets the cops focus on those most likely to commit a crime,Anumana,moderate
we should end racial profiling because all people are created equal no matter the color of their skin,Anumana,moderate
"certain races and ethnic groups commit more crimes than others, so it makes sense to scrutinize them more closely.",Anumana,moderate
"racial profiling distracts police from using actual evidence to catch criminals, as they are focused on skin color instead",Pratyaksha,strong
racial profiling has been shown to be an effective tool in crime prevention and therefore we should allow it to continue.,Anumana,strong
"racial profiling discriminates against people of color based solely on their appearance, not merit",Anumana,moderate
we should not end racial profiling since it is still useful and of course most blacks commit all the crimes.,Anumana,strong
racial profiling is a preconceived idea of people that views an entire race as criminal,Anumana,moderate
we should not end racial profiling because it lets would-be criminals know that they are being watched.,Anumana,moderate
racial profiling is more likely to target innocent people who have the same race as a single guilty person.,Anumana,moderate
some groups of people are more prone to crime than others and this helps police get more criminals off the streets.,Anumana,moderate
"Yes, it is necessary to avoid junk content that causes so much damage to children's minds",Anumana,moderate
"With regulation, innovation dries up. But so also does the potential for exploitation.",Anumana,moderate
Social media platforms should be regulated by the government to make sure everyone's posts meet the community standards.,Shabda,moderate
"they must stop wanting to regulate everything, there are rights that cannot be violated such as freedom of expression",Anumana,moderate
platforms should be controlled by the government as many conspiracy theories can be made,Shabda,moderate
they souldn't be regulated because they just offer a platform for people to communicate and share ideas and thoughts.,Anumana,moderate
Social media measures can reduce the activities of malicious people who use the networks for selfish purposes.,Anumana,moderate
Social media platforms should not be regulated by the government because crimes can't be committed on the internet,Shabda,strong
Social media platforms ought to be regulated by the government to stop the crimes of blackmailing.,Shabda,moderate
Social media platforms should not be regulated by the government because everyone has the freedom to express his opinion,Shabda,strong
Social media platforms should be regulated by the government to prevent criminals from affecting people minds.,Shabda,strong
"They should not have any type of control in social networks, everyone is free to express what they want.",Anumana,moderate
"The social media platform must be regulated by the government, to prevent hateful content, violence among others",Shabda,strong
Social media platform should not be regulated out of respect for freedom of expression,Anumana,moderate
It is a developed country where we can find various opportunities for the development of our lives,Anumana,moderate
it doesn`t have free healthcare and it has a lot of shootings and racist systems in place.,Anumana,moderate
"Yes, it is a country with many possibilities of getting ahead due to all the job opportunities it offers.",Anumana,moderate
The USA is a very capitalist country; it does not provide universal health care or education for its citizens.,Anumana,moderate
"Excellent, living in the United States is the goal of many people in the world. Top N ° 1",Anumana,moderate
the USA is not a good country to live in because it fails to provide affordable healthcare to all its citizens.,Anumana,strong
"In fact, the United States is the best part of the world to live since it is the American dream",Anumana,strong
"I'm afraid there are some worries, because of the racism there, and that strangers might not get the same good treatment",Anumana,strong
USA as a world power is still the American dream but this brings many people in need to emigrate.,Anumana,moderate
The USA is not a good country to live in because some people don't respect the immigrants,Anumana,moderate
"The United States is the country with the best economic development in the world, therefore it is the best country to live",Anumana,strong
in the USA the health system is very expensive and discriminates against the poor population,Anumana,moderate
USA is the American dream for being the world power where all technologies are at their cusp equal their opportunities,Anumana,moderate
still in some states there are many robberies and other crimes that involve innocent people,Anumana,moderate
"the vow of celibacy is antiquated and obsolete in today's world, therefore it should be abandoned.",Anumana,moderate
"the vow of celibacy symbolizes a priest or nun's commitment to their calling, and is an important show of faith.",Anumana,moderate
i think the vow of celibacy should abandoned because the group of millenials and beyond is never going to follow it.,Anumana,strong
the vow of celibacy shouldn't be abandoned because it is sacred to become a priests and it follows the way of the bible,Anumana,strong
the vow of celibacy is not necessary in this day and age as it is more widely accepted.,Anumana,moderate
the vow of celibacy should be promoted as it brings the sense of self control and purity to a person's soul.,Anumana,moderate
"it needs to be brought up to the current time and be abandoned, they have the same desires as everyone else",Anumana,moderate
we should not abandon the vow of celibacy because it is a centuries old custom that is seen as sacred and holy.,Anumana,strong
the vow of celibacy does not have any bearing on whether a clergy member will be good at their job or not.,Anumana,moderate
When someone becomes a nun or priest they should wholly devote themselves to God only.,Anumana,moderate
Celibacy puts undue pressure on priests and leads to secret homosexuality and pedophilia and should be stopped.,Anumana,moderate
"it is a proper choice of each person who chooses celibacy, so i do not think that it should be abandoned by demand",Anumana,moderate
"with the many number of sexual abuse cases out there, the vow of celibacy has already been broken.",Anumana,moderate
being celibate is a huge sacrifice and so is a good way of measuring how much someone will sacrifice for their faith.,Anumana,moderate
the three-strikes law is unfair to those individuals who did not commit a heinous crime.,Anumana,moderate
three-strikes laws can help keep the violent and unruly off of the streets of regular society.,Anumana,moderate
"one effect of mandatory sentencing, and of three-strikes laws in particular, is the rapid growth of the prison population",Anumana,moderate
the three strikes law does a great deal to inhibit the urge to commit criminal behaviors.,Anumana,moderate
"three strikes laws have not decreased the number of crimes being committed, so they have no purpose.",Anumana,moderate
three strike laws can help lower crimes because they know they will get more jail time for repeated offenses,Anumana,moderate
three strikes laws lack nuance and fail to evaluate circumstances around crimes committed.,Anumana,moderate
the three-strikes law works just the way it should and puts away those that deserve to do time for repeat offenses,Anumana,moderate
sometimes people make mistakes in their life. to put an arbitrary number such as three strikes is not fair.,Anumana,moderate
three strikes laws make people less likely to be repeat offenders due to harsher punishments.,Anumana,moderate
three strikes laws put people in jail for long periods despite committing only minor offenses.,Anumana,moderate
"the three-strike law acts as a very effective deterent to crime, and keeps down the prison population.",Anumana,moderate
this law is unfair to people committing small offenses that do not deserve to be put away for life.,Anumana,moderate
"the three strikes law will scare a felon into not committing a second, or third, offense, to avoid a life sentence.",Anumana,moderate
zero tolerance will improve educational standards and behaviour leading to better learning outcomes.,Anumana,moderate
it has been shown that children are at a higher risk of dropping out of school if there is a zero-tolerance policy in place,Anumana,moderate
zero tolerance policies enforce fair punishment for everyone by treating all offenses the same way,Anumana,moderate
students who are suspended will loose out on classes and might fail exams or even drop out of school as a result.,Anumana,moderate
we should adopt a zero-tolerance policy because it will keep kids disciplined and the schools will be safer,Anumana,moderate
we should not adopt a zero-tolerance policy in schools because some of the teachers would misuse the policy,Anumana,moderate
we should adopt a zero-tolerance policy in schools because it should be a safe haven for children to learn in,Anumana,strong
a zero-tolerance policy gives administrators no leeway if a student commits a less than serious crime.,Anumana,moderate
zero tolerance policies in schools make them a safer and more disciplined place because disruptive students are removed,Anumana,moderate
everyone makes mistakes and should be given a second chance which zero-tolerance policies will not allow.,Anumana,moderate
"children are losing their respect for authority at an alarming rate, this is the only way we can halt that decline",Shabda,moderate
zero tolerance stifles young people from expressing themselves and learning from their mistakes.,Anumana,moderate
the adoption of zero tolerance has effective in keeping bullying in check and all sorts of academic misconduct.,Shabda,moderate
"these situations need to be handled on a case by case basis because many times, the culprit is not really a threat.",Anumana,strong
atheism is the most rational outcome for our society after too many religions have ruined our lives,Anumana,moderate
Adopting atheism takes away the freedom of worship that people are promised in this country.,Anumana,moderate
Atheism is likely the correct conclusion with all the horrible things that happen in this world,Anumana,moderate
more people believe in god than don't so adopting atheism is not in line with what a majority of people believe.,Anumana,moderate
"major wars have never fought over atheism, but history is full of bloody battles over religion.",Anumana,moderate
atheism can lead to amoral behavior as there is no code of ethics or religious guidance to live by,Anumana,moderate
in the interest of world peace we should adopt atheism and would then avoid religious wars,Anumana,moderate
"adopting one religion or another is a free choice of each human being, each person adapts the belief they want and knows",Anumana,moderate
religion has been the cause of countless wars so adopting atheism would put a stop to religion based conflict.,Anumana,moderate
atheism should not be adopted because a world without a god is a world headed for destruction,Anumana,moderate
we should adopt atheism because you can live your life freely without the worry of being judged by god,Anumana,moderate
people should be free to follow their own faith and it should not be a government decision.,Shabda,moderate
religion causes many wars and much conflict. without religion these conflicts could be avoided.,Anumana,moderate
adopting atheism infringes upon people's first amendment right to freedom of religion.,Anumana,moderate
entrapment should be considered as legal as giving huge benefit for safe and secure society.,Anumana,moderate
"entrapment is in essence encouraging a crime, and as such is surely indirectly a criminal offence in itself.",Anumana,moderate
entrapment should be legalized because it helps catches criminals and puts them behind bars.,Anumana,moderate
entrapment can make a person do something which in other circumstances they may not have done.,Anumana,moderate
entrapment can be a useful tool in proving that someone is guilty of a crime when traditional methods have failed.,Anumana,moderate
"entrapment is unfair and manipulative, they may not ever have committed a crime had they not been manipulated into it",Anumana,moderate
entrapment should be legalized because it is arbitrary to ban this one type of evidence.,Pratyaksha,strong
tricking someone into committing a crime that they wouldn't do otherwise is not right.,Anumana,moderate
entrapment should be legalized as it is a useful tool to catch criminals when other strategies have failed.,Anumana,moderate
entrapment is wrong and inducing person to do the crime from state agents is just wrong.,Anumana,moderate
it can help to get certain information out of people. it can be easy to twist their words and catch them in a lie.,Anumana,moderate
entrapment convinces people to commit a crime when they normally wouldn't and should not be legal.,Anumana,moderate
entrapment enables law enforcement officers to better remove criminals from the streets,Anumana,moderate
it should not be legal because it makes some people commit a crime that they normally would not commit,Anumana,moderate
this would insure that people have a legal representation regardless of the ability to hire a lawyer.,Anumana,moderate
being able to choose your own attorney to help determine your fate is vitally important if you have the means to do so.,Anumana,moderate
it allows the poor who don't have the funds to have legal advice to be able to attain legal advice,Anumana,moderate
this takes away freedom of choice in terms of hiring a lawyer that suits your own needs.,Anumana,moderate
the use of public defenders should be mandatory in order to create a more equal playing field for all accused.,Anumana,moderate
the government should not spend money on people who can afford their own legal representation.,Shabda,moderate
if everyone was to use public defenderd everyone would have an equal chance. money couldn't buy yourself out of trouble.,Anumana,moderate
public defenders are waste of money and should be rigged off as pointless in every means.,Anumana,moderate
public defenders should be mandatory because it puts everybody on the same playing level,Anumana,moderate
public defenders should not be mandatory for people who already plead guilty to crimes they've committed,Anumana,moderate
"this would ensure everyone, regardless of financial means, has the same level of representation, making it a fairer system.",Anumana,moderate
"if people can afford it, they should be able to pick which attorney they want to defend them.",Anumana,moderate
the use of public defenders would lower the rate of incarceration and alleviate overcrowding in prisons.,Anumana,moderate
you should prohibit the use of public defenders since they often do not provide good service,Anumana,moderate
subsidizing vocational education will improve economy growth and will make people more successful.,Anumana,moderate
"vocational education can be subsidized by private companies, we should not assume that expense",Anumana,moderate
subsidies for vocational education would help solve the problem of skills shortages in many trades,Anumana,moderate
vocational education is outdated and keeps training people in industries that keep shutting down,Anumana,moderate
we should subsidize vocational education because there is a real need for certain trades.,Anumana,moderate
if we subsidize vocational education it would be unfair to those who wish to enter other fields.,Anumana,moderate
the importance of the education of our professionals must be taken into consideration in our society,Anumana,moderate
subsidizing vocational education is unnecessary as those who have learnt trades can end up making a lot of money.,Anumana,moderate
There is a national shortage of tradesmen and subsidizing vocational education would help reduce that shortage.,Anumana,moderate
we should not subsidize vocational education the same way we should not subsidize higher education for everybody.,Anumana,moderate
we should subsidize vocational education because it helps people gain knowledge for things they are passionate about,Anumana,moderate
vocational education trains people with the types of skills that are becoming obsolete due to robotics and ai,Anumana,moderate
too few people choose a trade. subsizing it would make it more appealing to people in a time when they are most needed.,Anumana,moderate
the cost of vocational education far outweighs the benefits in terms of earnings capacity.,Anumana,moderate
