source,topic,stance,text,candidate_pramana,candidate_reason,final_pramana,strength_label,reviewed
IBM_ArgKP,We should legalize cannabis,support,Legalizing cannabis will make it more easily accessible to those who need it for medical reasons.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,oppose,We should not legalize cannabis as it has been proven to have long term mental health and concentration issues.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Pratyaksha,strong,yes
IBM_ArgKP,We should legalize cannabis,support,"cannabis is no worse than alcohol, which has been legal for years, it's a waste of money to enforce a pointless law.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize cannabis,oppose,"Marijuana is part of drug culture so using it leads to other, much more dangerous drug use.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,support,we should ban human cloning because such an act creates a lot of moral and ethical issues.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,oppose,we should not ban human cloning because the potential scientists can find a cure for a disease,Anumana,Matched Anumana cues: because,Shabda,strong,yes
IBM_ArgKP,We should ban human cloning,support,"I think human clones could be used for nefarious purposes in the wrong hands,like framing others for crimes.",Upamana,Matched Upamana cues: like,Anumana,weak,yes
IBM_ArgKP,We should ban human cloning,oppose,human cloning would allow infertile couples to have children developed from their own cells,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,support,human cloning is a minefield for ethics and will result in a sort of eugenics program with 'designer babies',Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,oppose,human cloning can aid in research for medical issues as well as preserving the continuation of humankind.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,support,cloning humans could devalue human life as a perfected clone could be preferable to a naturally made human.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,oppose,human cloning gives the chance for individuals to have a child that might not otherwise be able to,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,support,WE SHOuld ban human cloning because it causes huge issues in terms of rights and ownership,Anumana,"Matched Anumana cues: because, causes",Anumana,strong,yes
IBM_ArgKP,We should ban human cloning,oppose,we should not ban human cloning as we need to continue to work to the betterment of the health and welfare of the people.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,support,"human cloning is still somewhat new, making it dangerous for humans and should be banned",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,oppose,"human cloning will lead to scientific advancements that will save lives and as such, should not be banned",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,support,Cloning could lead to designer humans and we will lose the diversity of the human race,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,oppose,there is a lot we can learn medically from human cloning and we should do it responsibly,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban human cloning,support,we should ban human cloning because we don't know the effects or consequences of it yet.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,oppose,economic sanctions are often the only way to force countries to comply with international law.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,support,economic sanctions raise the prices of goods for many consumers and many can't afford the higher priced goods.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,oppose,economic sanction can provide the tangible and psychological equity that are preconditions for restorative justice,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,support,economic sanctions only hurt the general population of a country and not the people who are running it,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,oppose,economic sanctions are an effective way to signify that human rights abuses will not be tolerated.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,support,economic sanctions always punish the innocent people of the country not the oppressive regimes.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,oppose,we should not end the use of economic sanctions because it gives us an edge over an enemy.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,support,economic sanctions hurt a country's ability to grow economically and thereby become democracies.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,oppose,economic sanctions are a good way for a government to show disapproval without resorting to violence.,Shabda,Matched Shabda cues: government,Shabda,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,support,economic sanctions are immoral and hurt the people they are supposed to be protecting.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,oppose,the use of economic sanctions helps the national economy by keeping things state side.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,support,economic sanctions only hurt the people of the country and never the regime that is being sanctioned.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,oppose,economic sanctions are designed to curb human rights violators and their collaborators,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end the use of economic sanctions,support,we should end the use of economic sanctions because they cause stress and hardship on nations,Anumana,Matched Anumana cues: because,Anumana,strong,yes
IBM_ArgKP,We should end the use of economic sanctions,oppose,economic sanctions must be retained as it is the only way in which dishonest countries can be made to mend their ways.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,support,the use of child actors is dangerous for society as it supports the hyper-sexualization of all children in society.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,oppose,Banning child actors would be denying many very talented young individuals from becoming something great from an early age.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,support,"kids whose parents pushed them into acting never had a choice, and worse, they never had the chance to be a kid.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,oppose,use of child actors gives us a lot of great shows we wouldn't have if there were not child actors,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,support,child actors become adults far too quickly and should not be allowed to act until they are adults,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,oppose,child actors can make a good amount of money for their future doing something they enjoy,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,support,"we should ban the use of child actors because it strips them of childhood, let them be children and play and mess around",Anumana,Matched Anumana cues: because,Anumana,strong,yes
IBM_ArgKP,We should ban the use of child actors,oppose,"there are enough rules and policies in place to protect child actors, making it a safe profession",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,support,there is a risk of children exploitation by forcing them to act things they wouldn't normally do in life,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,oppose,as long as there is proper protection for child actors there is no reason that they should not be able to perform on screen,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,support,"we do not allow child labour, child actors are working children, this should also be banned",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,oppose,children should be free to do what they want with their consent and their parents consent,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,support,child actors miss out on socialization with kids their own age and fall behind in school,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,oppose,it's necessary to have children in tv shows and movies and therefore banning them from acting makes no sense.,Anumana,Matched Anumana cues: therefore,Anumana,moderate,yes
IBM_ArgKP,We should ban the use of child actors,support,we should ban the use of child actors because they need to be kids not waste their lifes acting,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,oppose,Libertarianism would lead to the destruction of the environment because there would be no regulation protecting it.,Anumana,Matched Anumana cues: because,Anumana,strong,yes
IBM_ArgKP,We should adopt libertarianism,support,libertarianism is crucial to protect the individual rights and ideals of people of a state.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,oppose,Libertarianism would cause chaos in a large country as there would be no set rules and regulations.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,support,"libertarianism promotes political freedom of choice as its core value, and is the ultimate expression of democracy.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,oppose,we should not adopt libertarianism because the government would have too much control over people,Shabda,Matched Shabda cues: government,Shabda,strong,yes
IBM_ArgKP,We should adopt libertarianism,support,"maximizing freedom is the most legitimate form of society, this is only truly achieved with libertarianism",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,oppose,"states needs laws and governing bodies, otherwise there could be anarchy. we should therefore not adopt libertarianism.",Anumana,Matched Anumana cues: therefore,Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,support,"Under libertarianism, governments cannot restrict or coerce individuals into doing something they don't wish to do.",Shabda,Matched Shabda cues: government,Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,oppose,"Under libertarianism, there is no mechanism of social welfare to ensure that citizens are fed, clothed, and housed.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,support,people should be free to do as they choose without government intervention therefore we should adopt libertarianism.,Shabda,Matched Shabda cues: government,Shabda,strong,yes
IBM_ArgKP,We should adopt libertarianism,oppose,Libertarianism provides little to no support for those at the bottom and would not attain equitable outcomes for society.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,support,"this could be highly beneficial in regards to foreign policy, as it would save money and lives.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,oppose,we should not adopt libertarianism because we need the government to help with things like roads and other infrastructure,Shabda,Matched Shabda cues: government,Shabda,strong,yes
IBM_ArgKP,We should adopt libertarianism,support,we should adopt libertarianism because each individual person should be able to decide what politics he wants to follow.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should adopt libertarianism,oppose,we shouldn't adopt libertarianism because it means every man for himself for better or worse,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,support,"intellectual property rights leads to monopolies, which drives up the prices for consumers.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,oppose,"people should have a right of ownership to their creations, ideas, and concepts that they created themselves.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,support,we should abolish intellectual property rights because we never can truly know that someone came up with something.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,oppose,i think that we shouldn't abolish intellectual property rights because respect to the author,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,support,Another person might be able to make a concept work far better than the original person who thought up the idea.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,oppose,we shouldn't abolish intellectual property rights because everyone has the right to be creative with their thoughts,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,support,intellectual property rights should be abolished since it doesn't allow the sharing of ideas,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,oppose,intellectual property rights are useful as it helps protect people who have innovative products.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,support,we should abolish intellectual property rights because it will make a fairer playing field,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,oppose,If you think of something first you don't want another person stealing that idea and profiting out of it.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,support,"intellectual property rights are too vague,they include copyrighting words, gestures, etc and should be sbolish",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,oppose,Intellectual property rights keep people from stealing others' ideas and selling them as their own.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,support,we should abolish intellectual property rights so that everyone can share property which increases harmony in society,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,oppose,without intellection property rights there is no incentive to research and develop new products,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish intellectual property rights,support,we need to do away with intellectual property rights so it doesn't slow down innovation,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,oppose,"when people mess with mother nature by trying to select the sex of their child, only bad things can happen.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,support,the right to bodily autonomy permits mothers to have abortions for sex selective purposes,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,oppose,"legalizing sex selection would be too costly, causing a surplus of one gender in just a couple decades time.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,support,this should be left up to the adults to decide since adults can make their own choices,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,oppose,sex selection should not be legalized as it isnt ethical its going against the natural course of life,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,support,"sex selection is a choice that should be between the parents, not something the government to be involved in.",Shabda,Matched Shabda cues: government,Shabda,moderate,yes
IBM_ArgKP,We should legalize sex selection,oppose,sex selection is against nature and messes up the biological makings of the child for future harm,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,support,the selection of sex is a private and personal decision of the parents and must be respected,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,oppose,We should not legalize sex selection because male and female foetuses deserve equal protection under the law.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,support,"sex selection can be useful for a family to balance out their's; say a family has three boys, and wants a girl.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,oppose,allowing sex selection may lead to a gender imbalance in the population causing problems for future generations.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,support,sex selection would stop people having an abortion when they don't have the gender of child they wanted.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,oppose,we should not legalize sex selection and leave mother nature to doing her job and not try to become god.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,support,people should be able to select the sex of the children so that they can balance their family the way they wish it to be.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should legalize sex selection,oppose,sex selection interferes with the natural balance of nature and justifies sexist choices. it should not be allowed.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,support,"flag burning is the biggest way to disrespect your country, it should not be tolerated.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,oppose,"living in democracy, every persona has a choice to to whatever they wants in their privacy and flag burning is one of it.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,support,Flag burning is disrespectful to the country and to those who fought for the freedom the flag represents.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,oppose,a flag is only a symbol and permitting burning it as an expression of anger is free speech,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,support,flag burning is basically incitement and should be treated as a criminal offence because it placed societies in danger.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,oppose,flag burning is a legitimate way of showing outrage at a countries actions and iss therefore a form of free speach,Anumana,Matched Anumana cues: therefore,Anumana,strong,yes
IBM_ArgKP,We should prohibit flag burning,support,we should prohibit flag burning because is esentail and fundamental in countris in war,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,oppose,Flag burning is a constitutional right and cannot be banned without changing the constitution.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Shabda,moderate,yes
IBM_ArgKP,We should prohibit flag burning,support,"flag burning is disrespectable to america as it represents everything we, as americans hold dear and true.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,oppose,it is a manner of free speech currently protected under the first amendment. banning it would be unconstitutional.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,support,flag burning is a treasonous and traitorous act which should attract severe punishment.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,oppose,"burning a flag is a form of free speech, therefore it forms a constitutional right and should not be banned.",Anumana,Matched Anumana cues: therefore,Shabda,strong,yes
IBM_ArgKP,We should prohibit flag burning,support,flag burning is unpatriotic and promotes discrimination against people from the country who's flag is being burned.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should prohibit flag burning,oppose,"flag burning qualifies as the right to protest, which is a right upheld by the constitution.",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Shabda,moderate,yes
IBM_ArgKP,We should prohibit flag burning,support,"clearly it must be forbidden, the lack of respect for national symbols should not be tolerated",Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,oppose,we should not end mandatory retirement because people need to stop working and enjoy life before they die.,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,support,people are living longer and we do not have the right to stop them from working if that is what they want to do.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,oppose,mandatory retirement helps younger generations by opening up more positions in the workforce,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,support,mandatory retirement is not fair for those who are actually more than capable to carry on with their jobs,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,oppose,it is beneficial for companies to bring in fresh faces and ideas so that the company does not get stagnat,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,support,Forcing members of a profession to retire at a certain age creates an experience drain.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,oppose,a mandatory retirement age allows employers to be able to bring fresh talent into their workforce,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,support,we should not force people out of the workplace if they can continue to offer skills to companies.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,oppose,mandatory retirement leaves openings in the job force for those that are stronger and more capable of doing the jobs.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,strong,yes
IBM_ArgKP,We should end mandatory retirement,support,it forces more qualified people out of jobs & replaces them with less qualified people,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,oppose,mandatory retirement opens up jobs for those unemployeed or are starting out in the workplace.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,support,Mandatory retirement forces people who are still excellent at their jobs to quit working long before they are ready.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,oppose,if we end mandatory retirement many older workers that want to retire after many years of service may be denied that right,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,support,some older workers love their job and would be devastated to be forced to stop working,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should end mandatory retirement,oppose,"after a certain age, people physical reflexes and mental acuity are more likely to decline",Anumana,Matched Anumana cues: likely,Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,support,the rise in the number of gun deaths makes it clear that we need to abolish the right to bear arms.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,strong,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,oppose,firearms can serve a purpose in rural communities which suffer from pests such as wild bore.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,support,we have the most guns per capita in the developed world and the highest level of gun violence,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,oppose,if arms are used for personal protection only they can save somebody's life in case of personal attack,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,support,we should abolish the right to keep and bear arms as this right has gotten out of hand with too many mass shootings.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,oppose,we should not abolish the right because it would leave us vulnerable to personal attacks,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,support,we should abolish the right to keep and bear arms as it could endanger innocent people and maybe end up in the wrong hands,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,weak,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,oppose,it is a constitutional right to bear arms and everyone should be able to defend themselves if the need occurs.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Shabda,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,support,The right to bear and keep arms brings about violence in everyday life and should be abolished,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,oppose,the right to keep and bear arms is what has kept us free for all these years. we cannot allow it to be abolished now.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,support,we should abolish the right to keep and bear arms because it creates a dangerous environment for children,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,oppose,it is a constitutional right to keep and bear arms for self protection and to participate in firearm sports,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Shabda,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,support,gun violence is constantly on the rise with many innocent people loosing their lives every day.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,oppose,people have a right to defend themselves by keeping arms and using them when necessary,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should abolish the right to keep and bear arms,support,the right to bear arms is probably the leading cause of the increase in gun deaths in recent years.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban private military companies,oppose,we should not ban private military companies because they can provide great protection in many areas of our country,Anumana,Matched Anumana cues: because,Anumana,moderate,yes
IBM_ArgKP,We should ban private military companies,support,private military companies receive government funds without sufficient government oversight.,Shabda,Matched Shabda cues: government,Shabda,moderate,yes
IBM_ArgKP,We should ban private military companies,oppose,private military allows for less red tape to get things done and should not be banned.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban private military companies,support,private military companies are operated for profit rather than for the defence of nations.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban private military companies,oppose,private military companies do not have to go through governmental red tape to spend money for training and equipment,Shabda,Matched Shabda cues: government,Anumana,moderate,yes
IBM_ArgKP,We should ban private military companies,support,private military companies are around to make a profit and may do things that are dangerous in order to cut expenses,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban private military companies,oppose,private military companies are a business like any other and are subject to national and international regulations,Upamana,Matched Upamana cues: like,Anumana,moderate,yes
IBM_ArgKP,We should ban private military companies,support,private military companies are a risk to the general public as they are not regulated and therefore should be banned,Anumana,Matched Anumana cues: therefore,Anumana,strong,yes
IBM_ArgKP,We should ban private military companies,oppose,we need private military companies to keep the field competitive and inspire more creativity in the area.,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
IBM_ArgKP,We should ban private military companies,support,private military companies should be banned they often act as mercenaries and cant be regulated,Anumana,No heuristic cue matched; default to Anumana (inferential argumentative span),Anumana,moderate,yes
