essay_id,component_id,component_type,text
essay112,T9,Premise,"teachers and learners focus only on theses aspects of the curriculum that are likely to be tested, thus narrowing the educational experience for all"
essay112,T10,Claim,A number of measures should be taken to address these concerns
essay112,T11,Premise,exams should match the content and activities of the learning environment
essay112,T12,Premise,Exam task should be varied to give fair opportunities to candidates with different types of skills
essay112,T13,Premise,"Other types of assessment should also be considered, assignment writing, for example, to assess independent learning and research skills, or group projects, to measure teamwork ability"
essay113,T1,MajorClaim,"richer nations should take more responsibility for helping the poorer nations in all health, education and trade"
essay113,T2,Claim,Improvements in these areas will create a better life for residents in poorer nations which they can use to grow their homeland
essay113,T3,MajorClaim,Poorer nations need help from richer nations in these areas to develop their countries
essay113,T4,Claim,richer nations can contribute by delegating doctors and nurses to these power nations as well as donate money to build hospitals
essay113,T5,Premise,"in the area of health, poorer nations normally have less quantity of doctors and nurses compared to richer nations"
essay113,T6,Premise,High population in poorer countries due to lack of family planning caused the proportion of doctors unbalance to the quantity of resident
essay113,T7,Premise,poorer nations are lack of hospitals to fulfill the demand of the patients
essay113,T8,Claim,richer countries can allocate experienced educators to train more teachers and lecturers in poorer countries
essay113,T9,Claim,"for the issue of education fee, richer countries should offer scholarships and loan to the qualified students"
essay113,T10,Premise,"in the area of education, it is generally agreed that poorer countries often lack of teachers in schools as well as lecturers in higher education institutions"
essay113,T11,Premise,education for these countries normally is not free so only certain group of students can afford it
essay113,T12,Claim,"in the area of trade, no one can deny that poorer countries are lagging behind richer countries due to shortage of money"
essay113,T13,Premise,Trading are less active in poorer countries may also be caused by incomplete transportation infrastructure
essay113,T14,Premise,residents in rural areas still depend on their own farm for food production
essay113,T15,Premise,richer nations can provide financial service to poorer countries to encourage trading
essay113,T16,Premise,The former can also give consultation on setting up a complete and efficient transportation infrastructure to support trading
essay114,T1,MajorClaim,"I do not agree that this explosion in technology will 'innovate' the education system, by replacing teachers with computers"
essay114,T2,MajorClaim,there can be no school without a teacher
essay114,T3,MajorClaim,"computers will continue to be used by teachers in the learning process, but they will never take their place"
essay114,T4,Claim,"Teachers are not just teachers, they are also friends and conseilieurs"
essay114,T5,Claim,computers need to be operated by people
essay114,T6,Premise,they are just tools for teachers and they cannot work properly without human's touch
essay114,T7,Premise,scientists prove that every classroom needs trained staff to use these interactive and innovative ways of teaching
essay114,T8,Premise,lessons are more attractive and easier to understand when they are put on a Power Point presentation and then presented with a LCD Projector
essay114,T9,Premise,No one can argue that technological tools are must-haves for the classroom of today
essay114,T10,Claim,children need human interactions
essay114,T11,Premise,"As a recent interview with Josh Trumm – the founder of the 'Teachers Global Group'- reveals, human interactions will never be imitated by computers: 'This verbal and non-verbal communication between teachers and children is the first step towards a proper educatio"
essay114,T12,Premise,"Without someone who can explain and understand their problems, pupils cannot actually learn'"
essay114,T13,Premise,"only a teacher can feel and connect with pupils, be a friend and a model"
essay114,T14,Premise,"No matter how advanced technology will be, it is clear that a computer will never be able to communicate with its pupils"
essay115,T1,Claim,newly developed plant foods and machinery make significant financial success for the farmers
essay115,T2,MajorClaim,the demerits of applying these new developments in the agriculture industry cannot be overlooked
essay115,T3,Premise,applying the advanced fertilizers in combine with the automatic reaping resources increase farmers' economic profit
essay115,T4,Premise,"artificial fertilizers catalyze the capacity of each inch of farmland in order to churn out the crops, and automatic machinery enhances the work efficiency of the harvest"
essay115,T5,Claim,the production and labour cost of each kilogram of the agriculture products dramatically decreased
essay115,T6,Claim,high-tech fertilizers pose a potential threat to individuals' health well-being
essay115,T7,Premise,"Unlike the organic plant foods, industrialized fertilizers are made of unusual chemicals, which are not only varying the gene of crops into those unknown substances but also remaining inside of plants permanently"
essay115,T8,Premise,consumers who intake those fertilized products on a regular base tend to suffer a series of disease in the future
essay115,T9,Claim,excessively relying on the electronic equipment for harvest causes several impacts to the society
essay115,T10,Premise,One is that it worsens the air pollution by releasing the excessive exhaust emission
essay115,T11,Premise,manual harvest prevents severe environmental damages
essay115,T12,Premise,mechanical reaper causes the rise of the unemployment rate in the farming industry
essay115,T13,Premise,high-end reaping plants replace a large number of workers in the fields
essay116,T1,MajorClaim,governments should help and encourage artists to continue their work
essay116,T2,Claim,art is a very valuable object for every country and the talent in this area cannot be discovered everywhere
essay116,T3,Premise,art helps to improve the quality of our lives as well as attracting tourists
essay116,T4,Premise,"monuments that represent each city do not only illustrate the city's history and culture, but also make the city more beautiful and an attractive place for tourists"
essay116,T5,Premise,some countries depend on tourism as their main source of revenue
essay116,T6,Claim,the governments should help arts
essay116,T7,Premise,their work crafts are very necessary to boost the tourist industry
essay116,T8,Claim,culture and history of a country can be reserved and assured by art
essay116,T9,Premise,sculptures and paintings in the museums and art galleries generally reflect the culture and civilization of every generation
essay116,T10,Premise,Young people are also able to get more knowledge about their country's history and culture by observing various work crafts
essay116,T11,Claim,talent in art is extremely precious and should not be wasted
essay116,T12,Premise,not many people are blessed in the talent of paintings and work crafts
essay116,T13,Premise,this type of talent has to be valued as other types of talents such as talent in science or literature
essay117,T1,MajorClaim,technology alone can solve the world's environmental problems
essay117,T2,Claim,if humans stop using technology and lead a simple way of life then only we can save the environment
essay117,T3,Premise,it is the luxuries people use which damages the environment
essay117,T4,Premise,"If people don't use air conditioners, automobiles and other such things that technology has brought us, then naturally there would be less pollution and natural resources like fossil fuels would be saved and all this would save the environment"
essay117,T5,Claim,technology alone could save the environment
essay117,T6,Premise,now we have come so far ahead in technology that there is no going back
essay117,T7,Premise,We cannot ask the people of the jet age to go back to the age of the bullock cart
essay117,T8,Claim,There are a lot of advances going on technology which are helping the environment a lot
essay117,T9,Premise,One prime example is finding solutions to water problems in developing countries such as Africa
essay117,T10,Premise,"By pressurising sea water to produce vapour jets and filtering them through carbon nano tubes, we can get clean drinking water from sea water - an almost inexhaustible resource"
essay117,T11,Premise,Japan is working to build a working space solar power system by 2030
essay117,T12,Premise,"By drawing on the colossal energy of the sun, it could meet the entire world's electricity requirements indefinitely without nuclear or GHG emissions"
essay117,T13,Premise,"If successful, the impact on the world would be monumental"
essay117,T14,Premise,"It would mean energy for schools, hospitals, and homes"
essay117,T15,Premise,It would mean another industrial revolution
essay118,T1,MajorClaim,"their salary at a lower level would be more appropriate compared with other peoples in scientific or social, economic fields"
essay118,T2,MajorClaim,professional athletes and singers are overpaid in terms of their contributions
essay118,T3,Premise,they have an exceptional ability that other people do not own
essay118,T4,Premise,hardly anyone could play basketball as skillfully as Michael Jordan - a legendary former American player who won several times in the NBA championship
essay118,T5,Premise,"They also point out that these people have to undergo painstaking and industrious training, let alone participate in a great number of contests to be recognized and prove themselves"
essay118,T6,Premise,"there are many singers and athletes, few of whom could rise to fame and victory ultimately"
essay118,T7,Premise,"Overcoming all these obstacles, they should be paid a great deal of money for their extraordinary efforts"
essay118,T8,Claim,athletes and singers deserve their current salary
essay118,T9,Premise,"singers and athletes, in fact, contribute insignificantly to the development of the society"
essay118,T10,Premise,It is assumed the amazing performances they give to the audiences are only valuable in aesthetic and entertaining terms
essay118,T11,Premise,"While scientists invent machines serving daily lives, doctors take care of patients and cure their diseases and policemen help to ensure the safety and stability of the nation, singers and athletes do not play a helpful part in improving the material life"
essay118,T12,Premise,They commit themselves to promoting relaxation and enjoyment for the audience
essay118,T13,Premise,"their contribution is less important than those from doctors or scientists, albeit necessary"
essay118,T14,Claim,"their privilege of salary seems groundless, while the main work forces receive modest salaries which only enable them to afford bare necessities"
essay119,T1,MajorClaim,at no time will the unique role of human teachers be replaced
essay119,T2,Claim,Internet can be a useful tool for education
essay119,T3,Claim,"the global online network is the inexhaustible source of information, which definitely exceeds the fund of knowledge that any veteran teacher can accumulate"
essay119,T4,Premise,"Internet and computer also offer a more comprehensive access to knowledge, ranging from visual to aural stimuli, which make learning an ever enjoyable experience, especially for children"
essay119,T5,Premise,"Much information as the Internet may provide, most of the sources are unjustified by experts"
essay119,T6,Claim,information from those sources is subject to question
essay119,T7,Premise,the computer can show whether an answer to a particular question is right or wrong
essay119,T8,Claim,it cannot give as an in-depth explanation as a human teacher can
essay119,T9,Premise,"Through face-to-face communication, teachers can also pinpoint the weaknesses of each student and therefore, adjusting and tailoring his or her teaching methodology to meet the levels or the demands of those students"
essay119,T10,Premise,This is where the computer proves to be incompetent
essay120,T1,MajorClaim,"""murdering"" criminals is therefore immoral and hard to accept"
essay120,T2,MajorClaim,it is absurd and inhumane
essay120,T3,Claim,capital punishment presents an extreme warning to the community
essay120,T4,Claim,every human being has the right to live and no authority is empowered to deprive one of life
essay120,T5,Premise,"what criminals cause to the society, specifically to the victims, is indeed significantly offensive"
essay120,T6,Premise,they are humans and their lives need to be valued
essay120,T7,Premise,execution does not resolve the consequences of crime
essay120,T8,Premise,it could put the criminal's family through hardship while the pain of the victim's kin is never to be consoled
essay120,T9,Claim,"capital punishment is certainly not the only option to control the amount of crimes, life imprisonment is just as effective by detaining the criminals in prison for the rest of their lives"
essay120,T10,Premise,"in terms of punishment, living a miserable life with restriction to the world outside and sustaining the feeling of guilt every day in a dark bounded room are much more obsessing than being killed right away"
essay120,T11,Claim,The third reason why the death penalty should be banned is the chance that innocent people are wrongly convicted
essay120,T12,Premise,"many people are executed for the crime they did not commit, which leads to a question of fairness in judicial system"
essay120,T13,Premise,"Juries are also humans, they may lack of discretion"
essay120,T14,Claim,it can be replaced by a life sentence
essay121,T1,MajorClaim,I completely disagree with the idea that businesses should be allowed to do anything they want to make a profit
essay121,T2,Claim,With this permission they are allowed to hit and damage everything for just making a profit
essay121,T3,Claim,"if there is not any control on the businesses and they are permitted to do everything they want, they will threaten the beings' life such as human, animals and plants"
essay121,T4,Premise,As every day we read and hear in televisions and newspapers that some factories hit the environment by their toxic substances
essay121,T5,Premise,"if we let them do anything they can to just make a profit, they will produce products with low qualities and high prices"
essay121,T6,Claim,they might hit consumer's life
essay121,T7,Premise,"a few months ago it was broadcast from TV that a company which produced baby milk, sold milk which did not have quality and it caused a few babies die"
essay121,T8,MajorClaim,"all companies, factories and businesses should be monitored by governments and executive, and they do not have to let do anything they want just due to making profit"
essay121,T9,Claim,They can hit both the environment and human's life easily
essay122,T1,MajorClaim,new high school is a great addition to the educational system of my community
essay122,T2,MajorClaim,The new high school will bring a lot of advantages to my community
essay122,T3,Claim,"The high school of my district is pretty old and lacks in necessities for students, so they can't get enough education"
essay122,T4,Claim,The only disadvantage is the nosiness of competitions which students will participate
essay122,T5,MajorClaim,the new high school will be a great addition for my environment
essay122,T6,Premise,it isn't a big deal
essay122,T7,Claim,"this new construction has a lot of advantages like new connections between students from different communities, also the new educational equipment will increase the students' enthusiasm toward studying"
essay122,T8,Claim,the new high school will bring a lots of opportunities for student concerned in education
essay122,T9,Premise,"Their old high school is pretty old and need in new educational materials, repairing of the place for sport activities"
essay122,T10,Premise,the laboratory of physics and chemistry was in bad condition
essay122,T11,Premise,the students can't study well during the classes
essay122,T12,Premise,They will study with new breath and great enthusiasm in new school
essay122,T13,Claim,the new high school will be a place for new connections between the student of different communities and districts of the city
essay122,T14,Premise,"After classes students and not only the students will get together in building of high school, participate in different competitions"
essay122,T15,Premise,during the football match the students of different high schools will come and after the competition they will keep in touch
essay122,T16,Premise,This will increase the social connections of the students
essay122,T17,Premise,The only disadvantage is the noisiness of the competitions
essay122,T18,Premise,The people living in the neighborhood will be a bit perturbed
essay122,T19,Premise,this isn't a important reason for ceasing the competitions
essay123,T1,MajorClaim,teenagers need more attention and help in comparison with the higher ages
essay123,T2,Claim,they are the best advisor for their children
essay123,T3,Premise,parents and other adult relatives are more experienced towards children
essay123,T4,Premise,if children listen to their advices they can prevent happening worst things
essay123,T5,Premise,They have experienced a large numbers of stuffs during their life
essay123,T6,Premise,"they can save value things in their life such as time and money, and enjoy they life with the best way"
essay123,T7,Claim,parents and adults relatives are the best friends and consular for the teenagers
essay123,T8,Premise,unfortunately nowadays there are some individuals who cheat the others for gaining more power and money
essay123,T9,Premise,They cheat young ages
essay123,T10,Premise,they believe they are immature and they can trap them easily
essay123,T11,MajorClaim,it is a good idea to ask parents and adult relatives to give a piece of advice
essay124,T1,MajorClaim,childhood is definitely the happiest time of people life in two main areas
essay124,T2,MajorClaim,the best phase of people life is their childhood
essay124,T3,Claim,"They not only free to do whatever they want without any confine or punishment, but also they are free and have a lot of time in their hands to try and experience new things and enjoy them"
essay124,T4,Premise,"children are free whatever they want to do, they are not restricted and their limitation are really rare"
essay124,T5,Premise,they are in the age of growth and they are allowed whatever they want to do to experience new stuffs
essay124,T6,Claim,there is no argument and punishment for them
essay124,T7,Premise,they do not have to educate and they do not have to work
essay124,T8,Claim,they have a lot of time in their hand to enjoy this stage of their life
essay124,T9,Premise,"I made a large number of friends in this age, and I almost traveled to all cities of my county when I was in kindergarten"
essay124,T10,Premise,I got familiar with different kind of animals and plants in this age
essay124,T11,Claim,in this age they are not expected to be responsible
essay125,T1,MajorClaim,"the three most reasons are increased knowledge, career preparation and new experiences"
essay125,T2,MajorClaim,everybody who is studying in university should concentrate on the objectives and try their best
essay125,T3,Premise,"in this wonderful academic environment, everyone is provided with varieties and gigantic number of information by a lot of professors and well-trained teachers"
essay125,T4,Premise,people are able to strengthen their knowledge
essay125,T5,Premise,"through the instructions of teachers, the sufficient infrastructure such as laboratory, library, students is capable of doing research on every academic aspect"
essay125,T6,Claim,they can gain a deep sight into what are they studying
essay125,T7,Premise,"for most people, university is an ideal place for them to develop their understanding"
essay125,T9,Premise,"The number of individual who enroll in university are enormous, more than any school one person have studied"
essay125,T10,Claim,"students are given such fantastic chance to create new and wide relationships with a lot of people from any corner of one nation, even from the whole world"
essay125,T11,Premise,"my brother are studying in an international university with a mixed community include Vietnam, Brazil, Argentina, etc"
essay125,T12,Premise,"And he told me that he is very excited for experiencing such new environment, which is one of his main purposes when attending university"
essay125,T8,Claim,preparing for career is an essential function of university
essay125,T13,Premise,"Students not only do homework, assignment and attend class but also need to participate in volunteer work, internship and part time job"
essay125,T14,Premise,they can have some experiences in the outside world and discover what their life goals are
essay125,T15,Premise,they know where and what to put high emphasis on in order to achieve their objectives
essay126,T1,Claim,it's much easier to have some casual acquaintances than have some close friends
essay126,T2,MajorClaim,it's better to have one or two close friends than to have a large number of casual acquaintances
essay126,T3,Premise,being a friend with someone is different from only being acquaintant
essay126,T4,Premise,it's not easy to make friend with anyone
essay126,T5,Premise,friends are people who have great compatibility with each other
essay126,T6,Premise,"After two years in college I have found sometimes there is more differences between people than similarities, for we are growing in the different families and was educated in various ways"
essay126,T7,Premise,Sometimes acquaintances are just acquaintances
essay126,T8,Premise,We spend time together but we could never be friend
essay126,T9,Claim,close friends can easily understand each others feelings
essay126,T10,Premise,acquaintances probably not able to understand you better than your friends
essay126,T11,Premise,they wouldn't even spare time to consider your feelings
essay126,T12,Premise,Everyone play the role of acquaintance and friend at the same time
essay126,T13,Premise,Being friendly is a good way to treat a acquaintance but way not enough for a friend
essay126,T14,Premise,"When my friend is sick, I would not only ask if he is okay like an acquaintance but do my best to make him get well as soon as possible"
essay126,T15,Premise,"If my friend is going to the wrong direction in his life trail, I will try my best to pull him back, but not stand and stare like it's not of my business"
essay126,T16,Premise,my friend will do the same to me
essay126,T17,Claim,a friend is a person you care about
essay126,T18,MajorClaim,friends are the most important people in my life second to my family
essay127,T1,MajorClaim,life in the old days brings more happiness to people than today for several reasons
essay127,T2,MajorClaim,People are put too much focus on making wealth and progress in technology
essay127,T3,Claim,"some people live in a pretty good condition, it is only a minority"
essay127,T4,Premise,life is simple in the past
essay127,T5,Claim,lives in the old days is easier than today
essay127,T6,Premise,"Nowadays, all humans compete together"
essay127,T7,Premise,world population getting higher
essay127,T8,Premise,competition is getting fierce
essay127,T9,Premise,"If you are not able to handle your jobs, then someone will replace you right away"
essay127,T10,Premise,People need to put much more effort to keep their living condition
essay127,T11,Premise,the environment today is serious damaged
essay127,T12,Premise,"Looking out the windows, what I see isn't sky, trees or mountains, but is coldly high buildings"
essay127,T13,Premise,"Everyday, I walk on hard roads, breath in polluted air, and live in a limited space"
essay127,T14,Premise,it has been proved that living in this kind of condition will result in some mental diseases
essay127,T15,Claim,the environment our grandparents live is more comfortable than today
essay127,T16,Premise,"Today, we are able to read the news all over the world, to chat with people through the Internet, or to travel around the world by planes"
essay127,T17,Premise,it also means that any thing happens in the world will affect our life
essay127,T18,Claim,The third reason is that the pace of life
essay127,T19,Premise,"If we cannot react properly and immediately, then we will be in a vulnerable situation"
essay127,T20,Premise,We have no choice but have to live in a fast pace
essay128,T1,MajorClaim,"high school should permit students to choose courses they want for several reasons which are freedom of choice, to have progress in students grades and knowledge as well as to help students explore their aptitude"
essay128,T2,Claim,students should have a right to choose what they want to study
essay128,T3,Premise,Not allowing students their desired subjects to be chosen is a restriction of human rights
essay128,T4,Premise,As children of independent country we should know our rights and opportunities we have in order to achieve our goals and dreams
essay128,T5,Premise,students should choose their classes to have progress in their studies and grades
essay128,T6,Premise,we can avoid conflicts among students and teachers which can be enjoyable and productive for both instructor and students
essay128,T7,Premise,when I was taking art class everyone shared the same interests and it was easy to understand each other
essay128,T8,Claim,Giving chance students to choose their interested fields of study is merit
essay128,T9,Premise,When schools can give such kind of opportunity the students are likely do their best and succeed in their future lives which is one of the point most people get education
essay128,T10,Claim,this type of opportunities can raise future geniuses
essay128,T11,Premise,he or she can explore in an area she/he has an aptitude
essay128,T12,MajorClaim,I want my children to get knowledge they have desire to study in order to have distinguished achievement
essay128,T13,Claim,it has advantage not only for him or her but for society as well
essay129,T1,MajorClaim,I prefer to live in a higher pace condition
essay129,T2,MajorClaim,living in a higher pace is better
essay129,T3,Claim,the advantages of this are qualitatively greater than that of the opposite
essay129,T4,MajorClaim,I prefer to live in high pace
essay129,T5,Premise,"we need to save time for accomplishing some important tasks, and a fitting example of which can be found in my experience of missing exam"
essay129,T6,Claim,we have to be eager in our lives
essay129,T7,Premise,I just failed to participate in the university entrance exam
essay129,T8,Premise,I thought I had enough time for eating breakfast and transporting to the testing place; while I was stocked in a traffic jam and then missed the first test
essay129,T9,Premise,keeping in high pace condition can prevent me from getting lazy
essay129,T10,Premise,"If I can avoid being a sluggish person, I can have a higher probability of fulfilling my dream successfully"
essay129,T11,Premise,"I had spent more time on practicing playing piano so that I won a piano competition, defeating those spending less time on practicing"
essay129,T12,Claim,keeping our pace higher is important
essay129,T13,Claim,with a slower pace can enjoy their lives more
essay129,T14,Premise,it is not necessary for them to notice the time control or acquire the fame of succeed
essay129,T15,Premise,I do not think that those people with slower pace losing the piano competition can be really happy
essay129,T16,Premise,it is really joyful for me that I can immerse in the joy of the victory and accomplishment
essay130,T1,MajorClaim,"through proper management and regulation, a booming tourist industry is an excellent source of economic growth and wealth for rural and urban areas"
essay130,T2,MajorClaim,the tourism sector is desirable for its important socioeconomic advantages
essay130,T3,MajorClaim,"it is evident that under suitable administration, the benefits of tourism outweigh its drawbacks"
essay130,T4,Claim,The most obvious merit is that tourism can vastly boost economic development in a particular state or region
essay130,T5,Premise,"This takes place, not only through direct expenditure from tourists, but also because it provides direct and indirect jobs to the community, including retail, agriculture, and in the service industry"
essay130,T6,Premise,"The increasing tax and the expansion of local markets for accommodation, luxury goods amongst others are also a result of a solid, well-regulated tourism programs"
essay130,T7,Premise,"tourism provides a considerable number of direct and indirect jobs to the community, including retail, hotels, transport, agriculture, and in the service industry"
essay130,T8,Premise,This increase of job opportunities allows more people to make significant contribution to society through the purchasing of commodities by their growing incomes
essay130,T9,Premise,"this gives energy to the economic cycle, generating local economic prosperity in return"
essay130,T10,Claim,"Some people may oppose these, citing the environmental and cultural destruction caused by tourism"
essay130,T11,Premise,"compared to the tourism industry, other alternatives, like resource extraction and manufacture, are far worse destroyers"
essay130,T12,Premise,"paper mills pour hundreds and thousands of tons of contamination into rivers, causing severe water pollution"
essay130,T13,Premise,"the dramatic majority of tourist, particularly those who tend to spending a wealth of time and money locating and visiting rustic villages, are well educated"
essay130,T14,Premise,It is illogical to believe that these rational folks will not conduct themselves decently if required to do so
essay131,T1,MajorClaim,this investment in field of the arts would be in the best interest of a society
essay131,T2,MajorClaim,it would enriches the culture of the society and governments and individuals would benefit from it in multiple ways
essay131,T3,Claim,not only could investing in art be considered as wasting money at any kind
essay131,T4,Premise,There is also a burden on the government to highly concern about the people mental health initiatives which would be unconsciously or sensibly provided by the arts
essay131,T5,Claim,the arts play a pivotal role in all-round development of a society
essay131,T6,Premise,"No developed country could be named that music, painting, literature and other fields of arts are out of its government consideration"
essay131,T7,Premise,"Enriching people's life and enlightening their thoughts, the arts basically affect the enhancement of societies in many positive ways"
essay131,T8,Claim,investing in art could bring employment opportunities and could end in return of capital occasionally
essay131,T9,Premise,The investment could be paid back through the values of the created works of art which as a matter of fact should be considered as national possessions
essay131,T10,Claim,governments are liable for providing societies with appropriate public services and adequate facilities in an efficient way
essay131,T11,Premise,"no one should suffer from any sort of deficiency in field of health, education, transportation and communication"
essay131,T12,Premise,these could only help individuals with their physical requirements
essay132,T1,MajorClaim,people are now more conscious to gain more educational qualification and also are more interested to work on various fields simultaneously to earn more and support themselves
essay132,T2,Claim,people are focusing on doing several jobs or gaining further qualification to secure their economic condition
essay132,T3,Premise,"with the recent recession, almost all the countries all over the world are seeing significant economic downfall"
essay132,T4,Premise,This overwhelming crisis is prompting delayering and reduction of workers
essay132,T5,Premise,A full time job with a steady income was enough for a potential employee to support himself and his family
essay132,T6,Claim,The best way to ensure a flexible earning is getting more jobs
essay132,T7,Premise,corporational policy to to pay less to inferiors is another reason that drives labours to work on different sectors
essay132,T8,Premise,many people's jobs are now at high stake
essay132,T9,Premise,"robots, automation and softwares are taking over manual human workers professions such as clerks, interpreters, security services, retails and specially in manufacturing companies"
essay132,T10,Premise,"North American economists have published reports after scrutinizing the recent American economic situation that, technology is eliminating more jobs than creating one"
essay132,T11,Premise,the arrival of technology has also been playing a major role promoting further unemployment
essay133,T1,MajorClaim,"computer can influence society, and people's lives have already been controlled by device"
essay133,T2,MajorClaim,"in era technology like this age, computer becomes important thing in human life"
essay133,T3,Claim,people cannot pass the day without stay in front of computer or using it
essay133,T4,Premise,"This situation becomes lifestyle habits, and nowadays human activities are influenced by computer use"
essay133,T5,Premise,they spend almost nine hours a day dealing with computers as to produce efficient time in working
essay133,T6,Premise,A study conducted by Mediabank shows that majority of Australian adults do not socialize with their families and friends as much as they used to
essay133,T7,Premise,the idea that computers could be a help has been neglected
essay133,T8,Claim,this modern device has been a major hindrance to some people
essay133,T9,Premise,"This is due to using computer more efficient and, many workers cannot do more in work without computer"
essay133,T10,Premise,Communication by feature-computer such as email and internet help busy businessmen to make deal with relation even in different country
essay133,T11,Claim,using computer can make people easier to complete their work
essay133,T12,Premise,"Businessmen, for example, use computer device to presentation or communication with their colleagues"
essay134,T1,MajorClaim,qualification is still the fundamental determinant of an employee's competency of their jobs
essay134,T2,Claim,the importance of social skills should not be neglected as those skills can help one to perform their job effectiveness and efficiency by facilitating interaction and communication with others
essay134,T3,Claim,qualification should be the foremost measurement to determine the value of a employer
essay134,T4,Premise,It is of importance that workers should be well educated and trained to perform duties of their job
essay134,T5,Premise,people who work in professional fields such as medicals are required to have a university degree and years of experience
essay134,T6,Premise,Social skills seem to be less important as they cannot contribute to the success of a surgery
essay134,T7,Premise,organization have been transformed to customers oriented
essay134,T8,Premise,Excellent social skills can help employees maintain strong relationship with their clients which thus lead to a better customer satisfaction
essay134,T9,Claim,the importance of social skills have been recognized by increasing number of employers
essay134,T10,Premise,people nowadays are required to work as a team in their jobs frequently
essay134,T11,Premise,"Interpersonal skill plays an essential role in helping colleagues to cooperate with each other, especially when conflicts arise"
essay134,T12,Premise,Better social skills allow them to resolve disagreements in a much more harmony way
essay135,T1,MajorClaim,international aid should be prioritised
essay135,T2,MajorClaim,people from unfortunate countries need more international assistance while helping citizens in the home country is also necessary
essay135,T3,Claim,International aid is critical
essay135,T5,Premise,"Many people, for example in some African countries, are living below the basic standards"
essay135,T6,Premise,"They lack food, water or clothes which keep them warm, not to mention the education needs"
essay135,T7,Premise,"What is worse, people who live in countries that are confronted with wars or natural disasters are facing even more severe issues such as security, homelessness or the pain of losing best friends or family members"
essay135,T8,Premise,those people are in desperate need of international support
essay135,T4,Premise,there is a high demand that the money should be spent in the place where it is collected
essay135,T9,Premise,charity organisations are mainly funded by the home country
essay135,T10,Premise,"even within the most developed countries, there are still poor people who lack their basic needs"
essay135,T11,Premise,"By solving the problems in the home country, it is beneficial for social stability and steady economic growth"
essay135,T12,Claim,it is reasonable to lend a hand to our fellow citizens
essay135,T13,Premise,people from other countries may be facing much more serious problems
essay136,T1,Claim,learners can obtain more useful knowledge from teachers than from other sources
essay136,T2,MajorClaim,both alternative sources and traditional teaching methods from educators are equally important in children's acquisition of knowledge
essay136,T3,Claim,technologies are vital in students' learning
essay136,T4,Premise,the widespread of alternative sources of knowledge has played an important role in students' acquisition of knowledge
essay136,T5,Premise,"Computers can be programmed to provide an endless numbers of questions in diverse range of fields, and as the students answer these questions, the facts has been learned and reinforced"
essay136,T6,Premise,"A case in point is the reading and listening parts of TOEFL iBT exams, as candidates have to answer many questions in a limited period of time"
essay136,T7,Premise,"when students have some academic problems, they can post those to some websites and receive correct answers from unknown people in faraway places without any costs"
essay136,T8,Premise,"in the past, conducting a research require long hours of searching in library shelves, now all can be done at a click of a button"
essay136,T9,Claim,formal education approaches are also indispensable
essay136,T10,Premise,schools and university are places in which students gather to be educated and learn from each others as well as formal educators
essay136,T11,Premise,"At schools, students' development has been orchestrated stage by stage, step by step by experienced teachers, and their acquisition of knowledge is guided and backed up in a systematic way"
essay136,T12,MajorClaim,alternative sources information and traditional education systems are equally important in children's development
essay137,T1,MajorClaim,"they are important somehow, but not essential"
essay137,T2,MajorClaim,These meetings are in none case here to interact with international affairs
essay137,T3,Claim,"an international sports event is a very good thing to gather people, let them dream, being proud of their nationality and forget problems, but just for a while"
essay137,T4,Premise,"if the general atmosphere during the show is peaceful and fraternal, the reality is different"
essay137,T5,Claim,these sports events are not essential in other issues such as politics or other international affairs
essay137,T6,Premise,"After the Olympics games are finished, everything came back to normal and all the game competition is forgotten by the majority"
essay137,T7,Premise,"recently, Putin was pleased to open the last winter Olympic games and gather international countries, but actually it has been just facade and Putin didn't listen international warning after he conquered the Crimea"
essay137,T8,Claim,world sport events provide positive waves for number of people
essay137,T9,Premise,The main purpose of such competitions is to enjoy and share emotions between supporters though their favorite team
essay137,T10,Premise,"These emotions are shared locally in our village or city, nationally in our own country but even internationally too"
essay137,T11,Premise,these events gather people and their nationalist pride feeling is increased
essay137,T12,Premise,the football world cup taking place every four years is a very followed event during which everyone is having fun
essay138,T1,MajorClaim,students can acquire more benefits from the remote education
essay138,T2,Claim,traditional education has some merits like feedbacks and inspirations that cannot be replaced in the near future
essay138,T3,MajorClaim,"distance-learning outweighs the conventional way not only with its efficiency, convenience and economic value, but also with the self-regulated education that pupils can study on their own purpose"
essay138,T4,Claim,studying at home save the pupils enormous time and considerable expense
essay138,T5,Premise,"Students who use distance-learning programs can cut down their commuting time, tuition fees, textbook fees and so forth just by an internet connection"
essay138,T6,Premise,This especially makes a significant difference for the children who live in the far-off countryside and the children whose families are living below the poverty-line
essay138,T7,Premise,he can control the learning progress and make satisfactory achievement on this course
essay138,T8,Premise,A student can even select a specific online course based on his own preference and time schedule
essay138,T9,Claim,long-distance education provides students the opportunity to access the immense knowledge resources and a variety of teaching approaches
essay138,T10,Premise,"Pupils can obtain materials for their curricula just by one mouse click, such as science reports, study posts, documentary records, etc"
essay138,T11,Claim,"traditional education has its advantages in face-to-face communication, mental inspiration and physical educations"
essay138,T12,Premise,These make remarkable contributions in providing immediate feedbacks and cultivating pupils' personalities
essay138,T13,Premise,"with the improvements in streaming and sensor technologies, remote education can eliminate the obstacles of distance and body contacts"
essay139,T1,MajorClaim,we should give priority to our own issues
