text,y_true,y_pred,correct,ml_confidence,adaptive_alpha,routing_mode,routing_reason,ml_label,rule_label,bucket
Test augmentation (social media discourse): synthetic vignette uid test-pad-38; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Shabda,True,47.57011210055614,0.45,adaptive,ML received higher weight because low ML confidence (48%); no symbolic cues; ML favoured.,Shabda,,balanced
Test augmentation (news analysis): synthetic vignette uid test-pad-39; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,52.131732328057446,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (medicine): synthetic vignette uid test-pad-40; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,55.923948038309604,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (news analysis): synthetic vignette uid test-pad-41; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,56.98107254661829,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (philosophy): synthetic vignette uid test-pad-42; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,50.771263045803586,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (education): synthetic vignette uid test-pad-43; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,41.92651559355413,0.45,adaptive,ML received higher weight because low ML confidence (42%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (social media discourse): synthetic vignette uid test-pad-44; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,77.08043013404607,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (medicine): synthetic vignette uid test-pad-45; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,56.536567536197055,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (public debate): synthetic vignette uid test-pad-46; intended label Upamana at weak strength for evaluation bookkeeping.,Upamana,Upamana,True,54.19597250321697,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (politics): synthetic vignette uid test-pad-47; intended label Upamana at strong strength for evaluation bookkeeping.,Upamana,Upamana,True,64.3055100488676,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (news analysis): synthetic vignette uid test-pad-48; intended label Upamana at strong strength for evaluation bookkeeping.,Upamana,Upamana,True,51.46134479680422,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (news analysis): synthetic vignette uid test-pad-49; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,86.79702791465282,0.8,adaptive,ML received higher weight because high ML confidence (87%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (daily life): synthetic vignette uid test-pad-50; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,65.63775763765557,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (technology): synthetic vignette uid test-pad-51; intended label Pratyaksha at strong strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,86.63177925888824,0.8,adaptive,ML received higher weight because high ML confidence (87%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (philosophy): synthetic vignette uid test-pad-52; intended label Upamana at strong strength for evaluation bookkeeping.,Upamana,Upamana,True,58.273447091593866,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (philosophy): synthetic vignette uid test-pad-53; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,51.92877737628203,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (legal reasoning): synthetic vignette uid test-pad-54; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,52.29970860127434,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (news analysis): synthetic vignette uid test-pad-55; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,53.75957145359291,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (medicine): synthetic vignette uid test-pad-56; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,90.98478689476259,0.8,adaptive,ML received higher weight because high ML confidence (91%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (science): synthetic vignette uid test-pad-57; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,90.53111338582822,0.8,adaptive,ML received higher weight because high ML confidence (91%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (social media discourse): synthetic vignette uid test-pad-58; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,76.78979996078034,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (politics): synthetic vignette uid test-pad-59; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,47.46882171073165,0.45,adaptive,ML received higher weight because low ML confidence (47%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (technology): synthetic vignette uid test-pad-60; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,56.07733384717532,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (technology): synthetic vignette uid test-pad-61; intended label Upamana at strong strength for evaluation bookkeeping.,Upamana,Upamana,True,65.52385056680721,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (education): synthetic vignette uid test-pad-62; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,43.74218481469347,0.45,adaptive,ML received higher weight because low ML confidence (44%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (technology): synthetic vignette uid test-pad-63; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,63.737513382924725,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (news analysis): synthetic vignette uid test-pad-64; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,53.233376558953225,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (daily life): synthetic vignette uid test-pad-65; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,92.14411129388098,0.8,adaptive,ML received higher weight because high ML confidence (92%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (legal reasoning): synthetic vignette uid test-pad-66; intended label Upamana at weak strength for evaluation bookkeeping.,Upamana,Upamana,True,48.07678744074585,0.45,adaptive,ML received higher weight because low ML confidence (48%); no symbolic cues; ML favoured.,Upamana,,balanced
Test augmentation (medicine): synthetic vignette uid test-pad-67; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,49.31975486391664,0.45,adaptive,ML received higher weight because low ML confidence (49%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (daily life): synthetic vignette uid test-pad-68; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,54.337521770893446,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (medicine): synthetic vignette uid test-pad-69; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,90.94789638145774,0.8,adaptive,ML received higher weight because high ML confidence (91%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (technology): synthetic vignette uid test-pad-70; intended label Upamana at strong strength for evaluation bookkeeping.,Upamana,Upamana,True,64.67247760161332,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (social media discourse): synthetic vignette uid test-pad-71; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Shabda,True,51.06261625641659,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Shabda,,ml_dominated
Test augmentation (public debate): synthetic vignette uid test-pad-72; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,45.6337505158812,0.45,adaptive,ML received higher weight because low ML confidence (46%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (politics): synthetic vignette uid test-pad-73; intended label Pratyaksha at strong strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,86.25959240312723,0.8,adaptive,ML received higher weight because high ML confidence (86%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (philosophy): synthetic vignette uid test-pad-74; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,52.84134307163105,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (daily life): synthetic vignette uid test-pad-75; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,57.917005229254414,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (science): synthetic vignette uid test-pad-76; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,64.21669485376772,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (philosophy): synthetic vignette uid test-pad-77; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,52.4694948591598,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (technology): synthetic vignette uid test-pad-78; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,65.05421138977717,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (daily life): synthetic vignette uid test-pad-79; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,55.23448591939699,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (news analysis): synthetic vignette uid test-pad-80; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Shabda,True,48.419210340877704,0.45,adaptive,ML received higher weight because low ML confidence (48%); no symbolic cues; ML favoured.,Shabda,,balanced
Test augmentation (social media discourse): synthetic vignette uid test-pad-81; intended label Upamana at strong strength for evaluation bookkeeping.,Upamana,Upamana,True,59.22818612146041,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (legal reasoning): synthetic vignette uid test-pad-82; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,50.29274417053746,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (technology): synthetic vignette uid test-pad-83; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,88.19722969566241,0.8,adaptive,ML received higher weight because high ML confidence (88%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (politics): synthetic vignette uid test-pad-84; intended label Upamana at weak strength for evaluation bookkeeping.,Upamana,Upamana,True,61.27289066324471,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (social media discourse): synthetic vignette uid test-pad-85; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,63.26488569688773,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (medicine): synthetic vignette uid test-pad-86; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,54.34181504669703,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (politics): synthetic vignette uid test-pad-87; intended label Pratyaksha at moderate strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,87.90662982754623,0.8,adaptive,ML received higher weight because high ML confidence (88%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (news analysis): synthetic vignette uid test-pad-88; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,87.08394909455531,0.8,adaptive,ML received higher weight because high ML confidence (87%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (medicine): synthetic vignette uid test-pad-89; intended label Anumana at weak strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,54.45641805112243,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (medicine): synthetic vignette uid test-pad-90; intended label Pratyaksha at strong strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,90.62496515996618,0.8,adaptive,ML received higher weight because high ML confidence (91%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (news analysis): synthetic vignette uid test-pad-91; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,57.25977842649475,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (legal reasoning): synthetic vignette uid test-pad-92; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Shabda,True,46.22344271444554,0.45,adaptive,ML received higher weight because low ML confidence (46%); no symbolic cues; ML favoured.,Shabda,,balanced
Test augmentation (technology): synthetic vignette uid test-pad-93; intended label Upamana at weak strength for evaluation bookkeeping.,Upamana,Upamana,True,61.03919757073837,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (technology): synthetic vignette uid test-pad-94; intended label Anumana at strong strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,57.67308443702937,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (technology): synthetic vignette uid test-pad-95; intended label Anumana at weak strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,57.53481942395767,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (technology): synthetic vignette uid test-pad-96; intended label Upamana at strong strength for evaluation bookkeeping.,Upamana,Upamana,True,62.84869383952846,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (public debate): synthetic vignette uid test-pad-97; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,45.951210461104075,0.45,adaptive,ML received higher weight because low ML confidence (46%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (medicine): synthetic vignette uid test-pad-98; intended label Shabda at weak strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,53.293661135559866,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (legal reasoning): synthetic vignette uid test-pad-99; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,88.43914389945505,0.8,adaptive,ML received higher weight because high ML confidence (88%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (science): synthetic vignette uid test-pad-100; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,58.154550293253,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (technology): synthetic vignette uid test-pad-101; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,48.65338196843869,0.45,adaptive,ML received higher weight because low ML confidence (49%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (news analysis): synthetic vignette uid test-pad-102; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Shabda,True,51.74996702390069,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Shabda,,ml_dominated
Test augmentation (education): synthetic vignette uid test-pad-103; intended label Pratyaksha at strong strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,83.25372827206292,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (public debate): synthetic vignette uid test-pad-104; intended label Shabda at strong strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,44.01931900358316,0.45,adaptive,ML received higher weight because low ML confidence (44%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (science): synthetic vignette uid test-pad-105; intended label Pratyaksha at weak strength for evaluation bookkeeping.,Pratyaksha,Pratyaksha,True,88.45085698845774,0.8,adaptive,ML received higher weight because high ML confidence (88%); no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (politics): synthetic vignette uid test-pad-106; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,46.27135194103993,0.45,adaptive,ML received higher weight because low ML confidence (46%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (daily life): synthetic vignette uid test-pad-107; intended label Anumana at moderate strength for evaluation bookkeeping.,Anumana,Pratyaksha,False,63.57973512615507,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
Test augmentation (news analysis): synthetic vignette uid test-pad-108; intended label Upamana at strong strength for evaluation bookkeeping.,Upamana,Upamana,True,48.07236612969448,0.45,adaptive,ML received higher weight because low ML confidence (48%); no symbolic cues; ML favoured.,Upamana,,balanced
Test augmentation (education): synthetic vignette uid test-pad-109; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,43.71440487954695,0.45,adaptive,ML received higher weight because low ML confidence (44%); no symbolic cues; ML favoured.,Pratyaksha,,balanced
Test augmentation (medicine): synthetic vignette uid test-pad-110; intended label Upamana at moderate strength for evaluation bookkeeping.,Upamana,Upamana,True,62.078956776588946,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Upamana,,ml_dominated
Test augmentation (daily life): synthetic vignette uid test-pad-111; intended label Shabda at moderate strength for evaluation bookkeeping.,Shabda,Pratyaksha,False,57.17617186678557,0.55,adaptive,ML received higher weight because no symbolic cues; ML favoured.,Pratyaksha,,ml_dominated
